scenario_id,rep,true_effect,naive_effect,naive_se,naive_ci_lower,naive_ci_upper,naive_success,maic_success,stc_effect,stc_success,iow_success
10,0,0.15,0.17931432973805855,0.043118370441928816,0.09480232367187807,0.26382633580423903,True,False,0.07909043024292177,False,False
10,1,0.15,0.2096618357487922,0.04352617593058603,0.12435053092484359,0.2949731405727408,True,False,0.27304704524609247,False,False
10,2,0.15,0.1955871293940703,0.04370559793872784,0.10992415743416374,0.2812501013539769,True,False,0.1586314570727376,False,False
10,3,0.15,0.05914365746298522,0.04341119915317967,-0.02594229287724692,0.14422960780321736,True,False,-0.026881266449193503,False,False
10,4,0.15,0.1446903150450407,0.043655644679822136,0.05912525147258932,0.2302553786174921,True,False,0.11577497787338098,False,False
11,0,0.15,0.19999999999999996,0.0989743318610787,0.006010309552285709,0.3939896904477142,True,False,0.1786445373281187,False,False
11,1,0.15,0.26776395022079486,0.09565889942191627,0.08027250735383898,0.45525539308775076,True,False,0.21493120686953845,False,False
11,2,0.15,0.24,0.09389529557231419,0.05596522067826418,0.42403477932173583,True,False,0.09374285084004064,False,False
11,3,0.15,0.08080808080808077,0.0994834121393546,-0.11417940698505424,0.2757955686012158,True,False,0.007378597947313414,False,False
11,4,0.15,0.3221288515406162,0.09496893089433257,0.13598974698772437,0.508267956093508,True,False,0.19090715972983133,False,False
12,0,0.15,0.14420341394025604,0.05634150035033289,0.033774073253603584,0.2546327546269085,True,False,0.018907690382134877,False,False
12,1,0.15,0.10572390572390572,0.05738797449523612,-0.006756524286757062,0.2182043357345685,True,False,0.09044774642868791,False,False
12,2,0.15,0.246126744658747,0.05612088293953262,0.13612981409726307,0.3561236752202309,True,False,0.2585934606975976,False,False
12,3,0.15,0.1495695839311334,0.056487574564274855,0.03885393778515468,0.26028523007711213,True,False,0.031385960396246394,False,False
12,4,0.15,0.004800853485064038,0.05736348196943611,-0.10763157117503074,0.11723327814515881,True,False,0.0030621014534312433,False,False
13,0,0.15,0.06988727858293076,0.04373482347685919,-0.01583297543171326,0.15560753259757476,True,False,0.11465604308145994,False,False
13,1,0.15,0.07433027493554945,0.043518975896339566,-0.01096691782127611,0.159627467692375,True,False,0.07219840209790317,False,False
13,2,0.15,0.08429487179487177,0.043676878806147616,-0.0013118106651775485,0.1699015542549211,True,False,0.17691919101223738,False,False
13,3,0.15,0.18228366615463393,0.04301471190637182,0.09797483081814516,0.2665925014911227,True,False,0.2540196509315176,False,False
13,4,0.15,0.14572211802048768,0.04319150700766932,0.06106676428545581,0.23037747175551954,True,False,0.11495430949686308,False,False
14,0,0.1485749961993108,0.18073896225156727,0.054403534988641665,0.0741080336738296,0.2873698908293049,True,False,0.19361365750694465,False,False
14,1,0.15249556175782067,0.22626262626262628,0.055281694985203474,0.11791050409162747,0.3346147484336251,True,False,0.2512688833038868,False,False
14,2,0.1468546514346164,0.16376244665718348,0.05576985354102325,0.05445353371677791,0.27307135959758905,True,False,0.19253365798575453,False,False
14,3,0.15460669716357173,0.11043771043771039,0.05545026566568594,0.0017551897329659422,0.21912023114245482,True,False,0.12997478459160172,False,False
14,4,0.1481230231083886,0.18177364037236649,0.0567543284998921,0.07053515651257797,0.293012124232155,True,False,0.12256235246691809,False,False
15,0,0.1485749961993108,0.20194744564492462,0.055133324778202875,0.09388612907964698,0.31000876221020224,True,False,0.21946313394686656,False,False
15,1,0.15249556175782067,0.24444444444444446,0.05523305658817821,0.13618765353161516,0.35270123535727377,True,False,0.26663671172338266,False,False
15,2,0.1468546514346164,0.15700568990042674,0.05574478841747836,0.047745904602169154,0.2662654751986843,True,False,0.18113433216618446,False,False
15,3,0.15460669716357173,0.1292929292929293,0.056202149167574524,0.019136716924483224,0.23944914166137538,True,False,0.03528720807085451,False,False
15,4,0.1481230231083886,0.2173622555788161,0.056545288187231625,0.10653349073184212,0.32819102042579007,True,False,0.18021836728714555,False,False
16,0,-5.0,-5.287002367054654,1.1909387348518414,-7.621242287364264,-2.9527624467450453,True,False,,False,False
16,1,-5.0,-4.509207005294556,1.1352098628897438,-6.734218336558454,-2.284195674030658,True,False,,False,False
16,2,-5.0,-4.006431366358882,1.2379643775440823,-6.4328415463452835,-1.580021186372481,True,False,,False,False
16,3,-5.0,-3.8479850006910397,1.145898765902298,-6.093946581859544,-1.6020234195225354,True,False,,False,False
16,4,-5.0,-3.7362200663734058,1.1410107167902566,-5.972601071282309,-1.499839061464503,True,False,,False,False
17,0,-5.0,-5.287002367054654,1.1909387348518414,-7.621242287364264,-2.9527624467450453,True,False,,False,False
17,1,-5.0,-4.509207005294563,1.1352098628897438,-6.734218336558461,-2.284195674030665,True,False,,False,False
17,2,-5.0,-4.006431366358875,1.2379643775440825,-6.432841546345276,-1.5800211863724734,True,False,,False,False
17,3,-5.0,-3.8479850006910254,1.145898765902298,-6.09394658185953,-1.6020234195225211,True,False,,False,False
17,4,-5.0,-3.7362200663734058,1.1410107167902566,-5.972601071282309,-1.499839061464503,True,False,,False,False
18,0,0.15,0.175,0.10523173451349145,-0.03125419964644324,0.38125419964644325,True,False,0.11503746452838148,False,False
18,1,0.15,0.08585858585858586,0.11240310165184408,-0.13445149337902854,0.3061686650962002,True,False,-0.01656046565046239,False,False
18,2,0.15,0.2313946216385241,0.10613084673230991,0.023378162043196676,0.43941108123385153,True,False,0.24718045960276983,False,False
18,3,0.15,0.2126984126984127,0.10722150172434941,0.002544269318687842,0.42285255607813754,True,False,0.046554320545996515,False,False
18,4,0.15,0.015151515151515138,0.11247349566655358,-0.2052965363549299,0.23559956665796017,True,False,-0.037269793741255636,False,False
19,0,0.15,0.11626278978192522,0.03464632671952084,0.048355989411664385,0.18416959015218606,True,False,0.22403423487286886,False,False
19,1,0.15,0.10848617112413156,0.034755793403019514,0.04036481605421331,0.1766075261940498,True,False,0.17108626588780163,False,False
19,2,0.15,0.18241783022945518,0.03435329330883328,0.11508537534414195,0.2497502851147684,True,False,0.23615369843832718,False,False
19,3,0.15,0.1719171917191719,0.03419539113204995,0.10489422510035401,0.23894015833798982,True,False,0.18016297227501932,False,False
19,4,0.15,0.13036956480978007,0.034703554960363855,0.062350597087466916,0.1983885325320932,True,False,0.13832898155410345,False,False
20,0,0.14759652800363582,0.14709078336461523,0.05225983154304298,0.044661513540251,0.24952005318897946,True,False,0.10330591759846333,False,False
20,1,0.14953066629040468,0.13662486938349006,0.05288490842669634,0.03297044886716523,0.2402792898998149,True,False,0.05769761772926866,False,False
20,2,0.1486548471180842,0.027494775339602928,0.05262738958778143,-0.07565490825244868,0.13064445893165455,True,False,-0.0332652686755977,False,False
20,3,0.14965851306486067,0.1885714285714286,0.05172329344841937,0.08719377341252665,0.28994908373033057,True,False,0.1073743684011259,False,False
20,4,0.15186488930858635,0.20670135139556955,0.051833494240357034,0.10510770268446977,0.3082950001066693,True,False,0.18200100736976083,False,False
